"r_w [mm]","Freq [GHz]","dB(S(Port1,Port1)) []"
1.077,4.59,-33.4938171041937
1.077,4.595,-33.4974293499075
1.077,4.6,-33.500724189762
1.077,4.605,-33.5037019835433
1.077,4.61,-33.5063631605685
1.077,4.615,-33.5087082189075
1.077,4.62,-33.5107377245588
1.077,4.625,-33.5124523105798
1.077,4.63,-33.5138526761746
1.077,4.635,-33.5149395857391
1.077,4.64,-33.5157138678668
1.077,4.645,-33.5161764143142
1.077,4.65,-33.5163281789309
1.077,4.655,-33.5161701765527
1.077,4.66,-33.5157034818618
1.077,4.665,-33.5149292282148
1.077,4.67,-33.5138486064398
1.077,4.675,-33.5124628636062
1.077,4.68,-33.5107733017668
1.077,4.685,-33.5087812766754
1.077,4.69,-33.5064881964815
1.077,4.695,-33.5038955204037
1.077,4.7,-33.5010047573837
1.077,4.705,-33.4978174647231
1.077,4.71,-33.4943352467043
1.077,4.715,-33.4905597531977
1.077,4.72,-33.4864926782568
1.077,4.725,-33.4821357587036
1.077,4.73,-33.4774907727048
1.077,4.735,-33.4725595383422
1.077,4.74,-33.4673439121777
1.077,4.745,-33.4618457878155
1.077,4.75,-33.4560670944624
1.077,4.755,-33.4500097954888
1.077,4.76,-33.4436758869912
1.077,4.765,-33.4370673963576
1.077,4.77,-33.430186380839
1.077,4.775,-33.4230349261262
1.077,4.78,-33.4156151449348
1.077,4.785,-33.4079291755994
1.077,4.79,-33.3999791806786
1.077,4.795,-33.3917673455718
1.077,4.8,-33.3832958771486
1.077,4.805,-33.3745670023935
1.077,4.81,-33.3655829670655
1.077,4.815,-33.3563460343743
1.077,4.82,-33.3468584836743
1.077,4.825,-33.3371226091768
1.077,4.83,-33.3271407186829
1.077,4.835,-33.316915132335
1.077,4.84,-33.3064481813914
1.077,4.845,-33.2957422070216
1.077,4.85,-33.284799559125
1.077,4.855,-33.2736225951728
1.077,4.86,-33.2622136790736
1.077,4.865,-33.2505751800644
1.077,4.87,-33.2387094716255
1.077,4.875,-33.2266189304219
1.077,4.88,-33.2143059352703
1.077,4.885,-33.2017728661315
1.077,4.89,-33.1890221031311
1.077,4.895,-33.1760560256051
1.077,4.9,-33.1628770111742
1.077,4.905,-33.1494874348438
1.077,4.91,-33.1358896681325
1.077,4.915,-33.122086078227
1.077,4.92,-33.1080790271654
1.077,4.925,-33.0938708710468
1.077,4.93,-33.0794639592693
1.077,4.935,-33.0648606337943
1.077,4.94,-33.0500632284391
1.077,4.945,-33.0350740681952
1.077,4.95,-33.019895468575
1.077,4.955,-33.0045297349832
1.077,4.96,-32.9889791621167
1.077,4.965,-32.973246033389
1.077,4.97,-32.9573326203812
1.077,4.975,-32.9412411823182
1.077,4.98,-32.9249739655708
1.077,4.985,-32.9085332031812
1.077,4.99,-32.8919211144147
1.077,4.995,-32.8751399043337
1.077,5,-32.8581917633971
1.077,5.005,-32.841078867081
1.077,5.01,-32.8238033755238
1.077,5.015,-32.8063674331926
1.077,5.02,-32.7887731685719
1.077,5.025,-32.7710226938732
1.077,5.03,-32.7531181047658
1.077,5.035,-32.7350614801281
1.077,5.04,-32.7168548818177
1.077,5.045,-32.6985003544626
1.077,5.05,-32.6799999252694
1.077,5.055,-32.6613556038509
1.077,5.06,-32.6425693820709
1.077,5.065,-32.6236432339069
1.077,5.07,-32.6045791153285
1.077,5.075,-32.5853789641931
1.077,5.08,-32.5660447001561
1.077,5.085,-32.5465782245973
1.077,5.09,-32.5269814205613
1.077,5.095,-32.507256152712
1.077,5.1,-32.4874042673006
1.077,5.105,-32.4674275921473
1.077,5.11,-32.4473279366348
1.077,5.115,-32.4271070917139
1.077,5.12,-32.4067668299214
1.077,5.125,-32.3863089054078
1.077,5.13,-32.3657350539771
1.077,5.135,-32.3450469931353
1.077,5.14,-32.3242464221494
1.077,5.145,-32.303335022115
1.077,5.15,-32.2823144560335
1.077,5.155,-32.2611863688965
1.077,5.16,-32.2399523877787
1.077,5.165,-32.218614121938
1.077,5.17,-32.1971731629227
1.077,5.175,-32.1756310846854
1.077,5.18,-32.1539894437025
1.077,5.185,-32.1322497791007
1.077,5.19,-32.1104136127874
1.077,5.195,-32.0884824495875
1.077,5.2,-32.0664577773839
1.077,5.205,-32.0443410672633
1.077,5.21,-32.0221337736653
1.077,5.215,-31.9998373345354
1.077,5.22,-31.9774531714815
1.077,5.225,-31.9549826899331
1.077,5.23,-31.9324272793042
1.077,5.235,-31.9097883131574
1.077,5.24,-31.887067149371
1.077,5.245,-31.8642651303081
1.077,5.25,-31.841383582987
1.077,5.255,-31.8184238192533
1.077,5.26,-31.7953871359529
1.077,5.265,-31.7722748151065
1.077,5.27,-31.7490881240842
1.077,5.275,-31.7258283157813
1.077,5.28,-31.7024966287937
1.077,5.285,-31.6790942875943
1.077,5.29,-31.6556225027084
1.077,5.295,-31.6320824708901
1.077,5.3,-31.6084753752966
1.077,5.305,-31.5848023856642
1.077,5.31,-31.5610646584813
1.077,5.315,-31.5372633371624
1.077,5.32,-31.5133995522199
1.077,5.325,-31.4894744214357
1.077,5.33,-31.465489050031
1.077,5.335,-31.4414445308349
1.077,5.34,-31.417341944452
1.077,5.345,-31.3931823594275
1.077,5.35,-31.3689668324119
1.077,5.355,-31.344696408323
1.077,5.36,-31.3203721205067
1.077,5.365,-31.2959949908956
1.077,5.37,-31.2715660301661
1.077,5.375,-31.2470862378928
1.077,5.38,-31.2225566027017
1.077,5.385,-31.1979781024206
1.077,5.39,-31.1733517042278
1.077,5.395,-31.1486783647983
1.077,5.4,-31.1239590304484
1.077,5.405,-31.0991946372769
1.077,5.41,-31.0743861113053
1.077,5.415,-31.049534368615
1.077,5.42,-31.0246403154822
1.077,5.425,-30.9997048485103
1.077,5.43,-30.974728854761
1.077,5.435,-30.9497132118814
1.077,5.44,-30.9246587882303
1.077,5.445,-30.8995664430009
1.077,5.45,-30.8744370263421
1.077,5.455,-30.849271379477
1.077,5.46,-30.8240703348188
1.077,5.465,-30.798834716085
1.077,5.47,-30.7735653384086
1.077,5.475,-30.7482630084479
1.077,5.48,-30.7229285244928
1.077,5.485,-30.6975626765699
1.077,5.49,-30.6721662465447
1.077,5.495,-30.6467400082222
1.077,5.5,-30.6212847274442
1.077,5.505,-30.5958011621859
1.077,5.51,-30.570290062649
1.077,5.515,-30.5447521713538
1.077,5.52,-30.5191882232281
1.077,5.525,-30.4935989456952
1.077,5.53,-30.4679850587589
1.077,5.535,-30.4423472750873
1.077,5.54,-30.416686300094
1.077,5.545,-30.3910028320177
1.077,5.55,-30.3652975620001
1.077,5.555,-30.3395711741617
1.077,5.56,-30.3138243456755
1.077,5.565,-30.2880577468399
1.077,5.57,-30.2622720411487
1.077,5.575,-30.2364678853605
1.077,5.58,-30.2106459295656
1.077,5.585,-30.1848068172514
1.077,5.59,-30.1589511853673
1.077,5.595,-30.1330796643862
1.077,5.6,-30.1071928783664
1.077,5.605,-30.0812914450107
1.077,5.61,-30.0553759757247
1.077,5.615,-30.0294470756737
1.077,5.62,-30.0035053438382
1.077,5.625,-29.9775513730681
1.077,5.63,-29.9515857501354
1.077,5.635,-29.9256090557863
1.077,5.64,-29.8996218647916
1.077,5.645,-29.873624745996
1.077,5.65,-29.8476182623666
1.077,5.655,-29.82160297104
1.077,5.66,-29.795579423369
1.077,5.665,-29.7695481649669
1.077,5.67,-29.7435097357529
1.077,5.675,-29.7174646699944
1.077,5.68,-29.6914134963506
1.077,5.685,-29.6653567379129
1.077,5.69,-29.6392949122467
1.077,5.695,-29.6132285314311
1.077,5.7,-29.5871581020979
1.077,5.705,-29.5610841254704
1.077,5.71,-29.5350070974013
1.077,5.715,-29.5089275084098
1.077,5.72,-29.482845843718
1.077,5.725,-29.4567625832871
1.077,5.73,-29.4306782018527
1.077,5.735,-29.4045931689595
1.077,5.74,-29.3785079489957
1.077,5.745,-29.3524230012267
1.077,5.75,-29.3263387798285
1.077,5.755,-29.3002557339209
1.077,5.76,-29.2741743075991
1.077,5.765,-29.2480949399666
1.077,5.77,-29.2220180651665
1.077,5.775,-29.1959441124129
1.077,5.78,-29.1698735060218
1.077,5.785,-29.1438066654416
1.077,5.79,-29.117744005284
1.077,5.795,-29.0916859353536
1.077,5.8,-29.0656328606779
1.077,5.805,-29.0395851815367
1.077,5.81,-29.0135432934919
1.077,5.815,-28.9875075874163
1.077,5.82,-28.9614784495223
1.077,5.825,-28.9354562613916
1.077,5.83,-28.9094414000027
1.077,5.835,-28.8834342377602
1.077,5.84,-28.8574351425227
1.077,5.845,-28.8314444776311
1.077,5.85,-28.8054626019369
1.077,5.855,-28.7794898698298
1.077,5.86,-28.753526631266
1.077,5.865,-28.7275732317956
1.077,5.87,-28.7016300125908
1.077,5.875,-28.6756973104733
1.077,5.88,-28.6497754579421
1.077,5.885,-28.623864783201
1.077,5.89,-28.597965610186
1.077,5.895,-28.5720782585934
1.077,5.9,-28.5462030439065
1.077,5.905,-28.5203402774239
1.077,5.91,-28.4944902662865
1.077,5.915,-28.468653313505
1.077,5.92,-28.4428297179877
1.077,5.925,-28.4170197745677
1.077,5.93,-28.3912237740304
1.077,5.935,-28.3654420031414
1.077,5.94,-28.3396747446735
1.077,5.945,-28.3139222774347
1.077,5.95,-28.2881848762956
1.077,5.955,-28.2624628122169
1.077,5.96,-28.2367563522773
1.077,5.965,-28.2110657597012
1.077,5.97,-28.1853912938859
1.077,5.975,-28.15973321043
1.077,5.98,-28.1340917611608
1.077,5.985,-28.1084671941623
1.077,5.99,-28.0828597538028
1.077,5.995,-28.057269680763
1.077,6,-28.0316972120639
1.1,0.5,-58.4383005996912
1.1,0.505,-58.3401403556525
1.1,0.51,-58.2427021614245
1.1,0.515,-58.1459696612618
1.1,0.52,-58.0499269737433
1.1,0.525,-57.9545586741072
1.1,0.53,-57.8598497774122
1.1,0.535,-57.7657857224808
1.1,0.54,-57.6723523565795
1.1,0.545,-57.5795359207971
1.1,0.55,-57.4873230360831
1.1,0.555,-57.3957006899102
1.1,0.56,-57.3046562235284
1.1,0.565,-57.2141773197795
1.1,0.57,-57.1242519914417
1.1,0.575,-57.0348685700782
1.1,0.58,-56.9460156953631
1.1,0.585,-56.8576823048601
1.1,0.59,-56.7698576242315
1.1,0.595,-56.6825311578558
1.1,0.6,-56.5956926798332
1.1,0.605,-56.5093322253605
1.1,0.61,-56.4234400824563
1.1,0.615,-56.3380067840204
1.1,0.62,-56.2530231002109
1.1,0.625,-56.1684800311232
1.1,0.63,-56.0843687997577
1.1,0.635,-56.0006808452615
1.1,0.64,-55.9174078164315
1.1,0.645,-55.8345415654675
1.1,0.65,-55.7520741419621
1.1,0.655,-55.6699977871188
1.1,0.66,-55.5883049281854
1.1,0.665,-55.506988173095
1.1,0.67,-55.4260403053041
1.1,0.675,-55.3454542788195
1.1,0.68,-55.2652232134054
1.1,0.685,-55.1853403899629
1.1,0.69,-55.1057992460742
1.1,0.695,-55.0265933717047
1.1,0.7,-54.9477165050556
1.1,0.705,-54.8691625285612
1.1,0.71,-54.7909254650241
1.1,0.715,-54.7129994738833
1.1,0.72,-54.6353788476085
1.1,0.725,-54.5580580082162
1.1,0.73,-54.4810315039026
1.1,0.735,-54.4042940057875
1.1,0.74,-54.327840304766
1.1,0.745,-54.2516653084623
1.1,0.75,-54.1757640382827
1.1,0.755,-54.1001316265628
1.1,0.76,-54.0247633138058
1.1,0.765,-53.9496544460076
1.1,0.77,-53.8748004720666
1.1,0.775,-53.800196941273
1.1,0.78,-53.7258395008762
1.1,0.785,-53.6517238937261
1.1,0.79,-53.5778459559865
1.1,0.795,-53.5042016149168
1.1,0.8,-53.4307868867202
1.1,0.805,-53.3575978744552
1.1,0.81,-53.2846307660088
1.1,0.815,-53.2118818321289
1.1,0.82,-53.1393474245127
1.1,0.825,-53.0670239739506
1.1,0.83,-52.9949079885229
1.1,0.835,-52.9229960518466
1.1,0.84,-52.8512848213719
1.1,0.845,-52.7797710267256
1.1,0.85,-52.7084514681002
1.1,0.855,-52.6373230146869
1.1,0.86,-52.5663826031509
1.1,0.865,-52.4956272361479
1.1,0.87,-52.4250539808797
1.1,0.875,-52.3546599676884
1.1,0.88,-52.2844423886871
1.1,0.885,-52.2143984964263
1.1,0.89,-52.1445256025945
1.1,0.895,-52.0748210767525
1.1,0.9,-52.0052823450996
1.1,0.905,-51.9359068892704
1.1,0.91,-51.8666922451624
1.1,0.915,-51.797636001792
1.1,0.92,-51.7287358001794
1.1,0.925,-51.6599893322601
1.1,0.93,-51.5913943398225
1.1,0.935,-51.522948613472
1.1,0.94,-51.4546499916193
1.1,0.945,-51.3864963594921
1.1,0.95,-51.3184856481709
1.1,0.955,-51.2506158336471
1.1,0.96,-51.1828849359023
1.1,0.965,-51.1152910180096
1.1,0.97,-51.0478321852547
1.1,0.975,-50.9805065842779
1.1,0.98,-50.9133124022337
1.1,0.985,-50.8462478659711
1.1,0.99,-50.779311241231
1.1,0.995,-50.7125008318615
1.1,1,-50.6458149790503
1.1,1.005,-50.5792520605741
1.1,1.01,-50.5128104900641
1.1,1.015,-50.446488716287
1.1,1.02,-50.3802852224417
1.1,1.025,-50.314198525471
1.1,1.03,-50.2482271753873
1.1,1.035,-50.1823697546131
1.1,1.04,-50.1166248773347
1.1,1.045,-50.0509911888695
1.1,1.05,-49.9854673650466
1.1,1.055,-49.9200521115997
1.1,1.06,-49.8547441635726
1.1,1.065,-49.7895422847366
1.1,1.07,-49.7244452670202
1.1,1.075,-49.6594519299492
1.1,1.08,-49.5945611200992
1.1,1.085,-49.5297717105583
1.1,1.09,-49.4650826004003
1.1,1.095,-49.4004927141692
1.1,1.1,-49.3360010013725
1.1,1.105,-49.2716064359858
1.1,1.11,-49.2073080159658
1.1,1.115,-49.1431047627739
1.1,1.12,-49.0789957209082
1.1,1.125,-49.0149799574446
1.1,1.13,-48.9510565615874
1.1,1.135,-48.8872246442276
1.1,1.14,-48.8234833375105
1.1,1.145,-48.7598317944104
1.1,1.15,-48.6962691883149
1.1,1.155,-48.6327947126157
1.1,1.16,-48.5694075803078
1.1,1.165,-48.5061070235963
1.1,1.17,-48.4428922935103
1.1,1.175,-48.3797626595239
1.1,1.18,-48.3167174091853
1.1,1.185,-48.2537558477514
1.1,1.19,-48.1908772978302
1.1,1.195,-48.1280810990296
1.1,1.2,-48.0653666076128
1.1,1.205,-48.00273319616
1.1,1.21,-47.9401802532362
1.1,1.215,-47.8777071830657
1.1,1.22,-47.8153134052121
1.1,1.225,-47.7529983542647
1.1,1.23,-47.69076147953
1.1,1.235,-47.6286022447298
1.1,1.24,-47.5665201277042
1.1,1.245,-47.5045146201202
1.1,1.25,-47.4425852271861
1.1,1.255,-47.3807314673709
1.1,1.26,-47.3189528721284
1.1,1.265,-47.2572489856274
1.1,1.27,-47.1956193644861
1.1,1.275,-47.1340635775117
1.1,1.28,-47.0725812054449
1.1,1.285,-47.0111718407087
1.1,1.29,-46.9498350871629
1.1,1.295,-46.8885705598613
1.1,1.3,-46.8273778848158
1.1,1.305,-46.7662566987625
1.1,1.31,-46.7052066489342
1.1,1.315,-46.6442273928355
1.1,1.32,-46.5833185980234
1.1,1.325,-46.5224799418907
1.1,1.33,-46.4617111114549
1.1,1.335,-46.4010118031499
1.1,1.34,-46.3403817226219
1.1,1.345,-46.2798205845297
1.1,1.35,-46.2193281123478
1.1,1.355,-46.158904038174
1.1,1.36,-46.0985481025404
1.1,1.365,-46.0382600542278
1.1,1.37,-45.9780396500838
1.1,1.375,-45.9178866548443
1.1,1.38,-45.8578008409584
1.1,1.385,-45.7977819884167
1.1,1.39,-45.7378298845829
1.1,1.395,-45.6779443240284
1.1,1.4,-45.6181251083704
1.1,1.405,-45.5583720461129
1.1,1.41,-45.498684952491
1.1,1.415,-45.4390636493178
1.1,1.42,-45.3795079648347
1.1,1.425,-45.3200177335644
1.1,1.43,-45.2605927961672
1.1,1.435,-45.2012329992989
1.1,1.44,-45.1419381954732
1.1,1.445,-45.0827082429256
1.1,1.45,-45.0235430054802
1.1,1.455,-44.9644423524193
1.1,1.46,-44.9054061583561
1.1,1.465,-44.8464343031086
1.1,1.47,-44.7875266715773
1.1,1.475,-44.7286831536249
1.1,1.48,-44.6699036439582
1.1,1.485,-44.6111880420129
1.1,1.49,-44.5525362518401
1.1,1.495,-44.4939481819954
1.1,1.5,-44.4354237454307
1.1,1.505,-44.3769628593877
1.1,1.51,-44.3185654452931
1.1,1.515,-44.2602314286575
1.1,1.52,-44.2019607389747
1.1,1.525,-44.1437533096243
1.1,1.53,-44.0856090777757
1.1,1.535,-44.027527984294
1.1,1.54,-43.9695099736489
1.1,1.545,-43.9115549938237
1.1,1.55,-43.8536629962285
1.1,1.555,-43.795833935613
1.1,1.56,-43.7380677699828
1.1,1.565,-43.6803644605167
1.1,1.57,-43.6227239714857
1.1,1.575,-43.5651462701747
1.1,1.58,-43.5076313268043
1.1,1.585,-43.450179114456
1.1,1.59,-43.3927896089976
1.1,1.595,-43.3354627890112
1.1,1.6,-43.2781986357223
1.1,1.605,-43.2209971329308
1.1,1.61,-43.1638582669431
1.1,1.615,-43.1067820265058
1.1,1.62,-43.0497684027416
1.1,1.625,-42.9928173890853
1.1,1.63,-42.9359289812227
1.1,1.635,-42.8791031770297
1.1,1.64,-42.8223399765134
1.1,1.645,-42.7656393817545
1.1,1.65,-42.7090013968507
1.1,1.655,-42.6524260278619
1.1,1.66,-42.5959132827562
1.1,1.665,-42.5394631713575
1.1,1.67,-42.4830757052938
1.1,1.675,-42.4267508979475
1.1,1.68,-42.3704887644065
1.1,1.685,-42.3142893214157
1.1,1.69,-42.2581525873311
1.1,1.695,-42.202078582074
1.1,1.7,-42.1460673270865
1.1,1.705,-42.0901188452878
1.1,1.71,-42.0342331610327
1.1,1.715,-41.9784103000694
1.1,1.72,-41.9226502894996
1.1,1.725,-41.8669531577392
1.1,1.73,-41.8113189344798
1.1,1.735,-41.7557476506516
1.1,1.74,-41.7002393383866
1.1,1.745,-41.6447940309831
1.1,1.75,-41.5894117628713
1.1,1.755,-41.5340925695791
1.1,1.76,-41.4788364876995
1.1,1.765,-41.4236435548585
1.1,1.77,-41.3685138096836
1.1,1.775,-41.3134472917736
1.1,1.78,-41.2584440416688
1.1,1.785,-41.203504100822
1.1,1.79,-41.1486275115707
1.1,1.795,-41.0938143171094
1.1,1.8,-41.0390645614629
1.1,1.805,-40.9843782894606
1.1,1.81,-40.9297555467111
1.1,1.815,-40.8751963795775
1.1,1.82,-40.8207008351539
1.1,1.825,-40.7662689612415
1.1,1.83,-40.7119008063265
1.1,1.835,-40.6575964195578
1.1,1.84,-40.6033558507259
1.1,1.845,-40.5491791502418
1.1,1.85,-40.4950663691169
1.1,1.855,-40.4410175589436
1.1,1.86,-40.3870327718757
1.1,1.865,-40.3331120606104
1.1,1.87,-40.2792554783701
1.1,1.875,-40.2254630788849
1.1,1.88,-40.1717349163754
1.1,1.885,-40.118071045537
1.1,1.89,-40.0644715215229
1.1,1.895,-40.0109363999294
1.1,1.9,-39.9574657367806
1.1,1.905,-39.9040595885137
1.1,1.91,-39.850718011965
1.1,1.915,-39.7974410643562
1.1,1.92,-39.7442288032811
1.1,1.925,-39.6910812866929
1.1,1.93,-39.6379985728913
1.1,1.935,-39.5849807205111
1.1,1.94,-39.5320277885097
1.1,1.945,-39.4791398361568
1.1,1.95,-39.4263169230225
1.1,1.955,-39.3735591089675
1.1,1.96,-39.3208664541322
1.1,1.965,-39.2682390189276
1.1,1.97,-39.215676864025
1.1,1.975,-39.1631800503472
1.1,1.98,-39.1107486390595
1.1,1.985,-39.0583826915611
1.1,1.99,-39.0060822694768
1.1,1.995,-38.9538474346492
1.1,2,-38.9016782491305
1.1,2.005,-38.8495747751756
1.1,2.01,-38.7975370752345
1.1,2.015,-38.7455652119459
1.1,2.02,-38.6936592481299
1.1,2.025,-38.6418192467824
1.1,2.03,-38.5900452710681
1.1,2.035,-38.5383373843155
1.1,2.04,-38.4866956500103
1.1,2.045,-38.4351201317909
1.1,2.05,-38.3836108934423
1.1,2.055,-38.3321679988917
1.1,2.06,-38.2807915122035
1.1,2.065,-38.2294814975747
1.1,2.07,-38.1782380193303
1.1,2.075,-38.1270611419196
1.1,2.08,-38.0759509299116
1.1,2.085,-38.0249074479916
1.1,2.09,-37.9739307609573
1.1,2.095,-37.9230209337154
1.1,2.1,-37.8721780312782
1.1,2.105,-37.8214021187605
1.1,2.11,-37.7706932613767
1.1,2.115,-37.7200515244377
1.1,2.12,-37.6694769733484
1.1,2.125,-37.6189696736052
1.1,2.13,-37.5685296907932
1.1,2.135,-37.5181570905845
1.1,2.14,-37.4678519387354
1.1,2.145,-37.4176143010849
1.1,2.15,-37.3674442435527
1.1,2.155,-37.3173418321372
1.1,2.16,-37.2673071329141
1.1,2.165,-37.2173402120346
1.1,2.17,-37.1674411357242
1.1,2.175,-37.1176099702813
1.1,2.18,-37.0678467820759
1.1,2.185,-37.0181516375486
1.1,2.19,-36.9685246032094
1.1,2.195,-36.9189657456371
1.1,2.2,-36.8694751314779
1.1,2.205,-36.8200528274452
1.1,2.21,-36.7706989003186
1.1,2.215,-36.7214134169436
1.1,2.22,-36.6721964442306
1.1,2.225,-36.6230480491551
1.1,2.23,-36.5739682987568
1.1,2.235,-36.5249572601397
1.1,2.24,-36.4760150004715
1.1,2.245,-36.4271415869839
1.1,2.25,-36.3783370869723
1.1,2.255,-36.3296015677956
1.1,2.26,-36.2809350968765
1.1,2.265,-36.2323377417016
1.1,2.27,-36.1838095698213
1.1,2.275,-36.1353506488504
1.1,2.28,-36.0869610464678
1.1,2.285,-36.0386408304176
1.1,2.29,-35.9903900685085
1.1,2.295,-35.9422088286153
1.1,2.3,-35.8940971786782
1.1,2.305,-35.8460551867043
1.1,2.31,-35.7980829207674
1.1,2.315,-35.7501804490091
1.1,2.32,-35.702347839639
1.1,2.325,-35.6545851609357
1.1,2.33,-35.6068924812472
1.1,2.335,-35.5592698689919
1.1,2.34,-35.511717392659
1.1,2.345,-35.4642351208096
1.1,2.35,-35.4168231220776
1.1,2.355,-35.3694814651698
1.1,2.36,-35.322210218868
1.1,2.365,-35.2750094520287
1.1,2.37,-35.2278792335846
1.1,2.375,-35.1808196325458
1.1,2.38,-35.1338307180001
1.1,2.385,-35.0869125591145
1.1,2.39,-35.0400652251359
1.1,2.395,-34.9932887853925
1.1,2.4,-34.9465833092945
1.1,2.405,-34.8999488663352
1.1,2.41,-34.8533855260923
1.1,2.415,-34.806893358229
1.1,2.42,-34.7604724324946
1.1,2.425,-34.7141228187264
1.1,2.43,-34.6678445868502
1.1,2.435,-34.621637806882
1.1,2.44,-34.5755025489286
1.1,2.445,-34.5294388831892
1.1,2.45,-34.4834468799565
1.1,2.455,-34.4375266096178
1.1,2.46,-34.3916781426561
1.1,2.465,-34.3459015496519
1.1,2.47,-34.3001969012835
1.1,2.475,-34.2545642683291
1.1,2.48,-34.2090037216676
1.1,2.485,-34.1635153322799
1.1,2.49,-34.1180991712501
1.1,2.495,-34.0727553097669
1.1,2.5,-34.0274838191249
1.1,2.505,-33.9822847707256
1.1,2.51,-33.9371582360789
1.1,2.515,-33.8921042868043
1.1,2.52,-33.8471229946322
1.1,2.525,-33.8022144314052
1.1,2.53,-33.7573786690793
1.1,2.535,-33.7126157797252
1.1,2.54,-33.6679258355295
1.1,2.545,-33.6233089087964
1.1,2.55,-33.5787650719484
1.1,2.555,-33.534294397528
1.1,2.56,-33.4898969581987
1.1,2.565,-33.4455728267465
1.1,2.57,-33.4013220760812
1.1,2.575,-33.3571447792375
1.1,2.58,-33.3130410093762
1.1,2.585,-33.269010839786
1.1,2.59,-33.2250543438841
1.1,2.595,-33.181171595218
1.1,2.6,-33.1373626674662
1.1,2.605,-33.0936276344403
1.1,2.61,-33.0499665700855
1.1,2.615,-33.006379548482
1.1,2.62,-32.9628666438466
1.1,2.625,-32.9194279305338
1.1,2.63,-32.8760634830367
1.1,2.635,-32.8327733759887
1.1,2.64,-32.7895576841644
1.1,2.645,-32.7464164824811
1.1,2.65,-32.7033498459998
1.1,2.655,-32.6603578499265
1.1,2.66,-32.6174405696135
1.1,2.665,-32.5745980805603
1.1,2.67,-32.5318304584152
1.1,2.675,-32.489137778976
1.1,2.68,-32.4465201181918
1.1,2.685,-32.4039775521634
1.1,2.69,-32.3615101571453
1.1,2.695,-32.319118009546
1.1,2.7,-32.2768011859299
1.1,2.705,-32.234559763018
1.1,2.71,-32.1923938176888
1.1,2.715,-32.1503034269802
1.1,2.72,-32.1082886680899
1.1,2.725,-32.0663496183765
1.1,2.73,-32.0244863553611
1.1,2.735,-31.9826989567279
1.1,2.74,-31.9409875003253
1.1,2.745,-31.8993520641673
1.1,2.75,-31.857792726434
1.1,2.755,-31.816309565473
1.1,2.76,-31.7749026598002
1.1,2.765,-31.7335720881011
1.1,2.77,-31.6923179292311
1.1,2.775,-31.6511402622174
1.1,2.78,-31.6100391662591
1.1,2.785,-31.5690147207285
1.1,2.79,-31.528067005172
1.1,2.795,-31.487196099311
1.1,2.8,-31.4464020830427
1.1,2.805,-31.4056850364411
1.1,2.81,-31.3650450397576
